Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Early-demographic dividend,EAR,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.64757561,33.75852461,33.93203705,33.82133698,34.25567365,34.3680372,34.6133471,34.85250928,35.20889113,35.44253206,35.5177058,35.31906186,35.03873067,35.07023334,35.05595752,35.05115689,35.00585872,35.25993985,35.0816255,35.12380928,35.06621676,34.80090523,34.62734769,34.11403911,33.61971932,33.36949451,33.03774492,32.724273,32.35974151,33.84707591,32.45319135,32.88913451,33.70199969
East Asia & Pacific,EAS,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.32924909,66.12069885,66.00342101,65.68374735,65.65046455,65.5023199,65.37096033,65.13148145,64.92733522,64.70087583,64.54004232,63.9957849,63.33493775,62.82153406,62.31275624,61.87541864,61.44227014,61.42742198,60.98846028,60.50558812,60.06518684,60.16378108,59.98801577,59.73299934,59.68602161,59.56756536,59.37649682,59.1410398,59.15400718,59.13952115,57.28272114,58.94943956,59.02362792
Europe & Central Asia (excluding high income),ECA,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.35547647,53.17748579,52.73852576,51.05674799,50.8276538,50.50386954,49.92584949,49.06565473,48.70604982,50.19808823,49.59357235,49.11502699,49.43266813,48.96911979,48.50318434,48.47265251,48.43760943,48.56830453,48.5873877,48.75022415,48.80085976,49.01073858,48.95608905,48.88206317,48.7607641,48.77560272,48.92297247,48.88998171,48.91828099,48.70962895,47.5853133,48.19669951,
Europe & Central Asia,ECS,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.27053783,49.58572328,49.33957716,48.56910106,48.5202837,48.34780038,48.17602427,47.95312731,47.97871317,48.88433168,48.81635652,48.60193924,48.81253624,48.81447285,48.72040651,48.97482468,49.19126362,49.37882387,49.60079067,49.82085865,49.90018814,50.09969114,50.30307713,50.36604643,50.40228635,50.41454635,50.64532311,50.75374517,50.83904462,50.8763855,50.03337618,50.59414948,50.45570755
Ecuador,ECU,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.222,47.587,47.613,47.622,47.998,48.064,48.046,48.5,51.662,48.766,45.841,46.94,48.038,49.134,52.701,51.888,52.671,51.926,51.998,49.638,47.987,47.043,48.057,48.106,47.668,51.889,55.391,56.156,54.465,54.39,48.295,53.717,54.701
"Egypt, Arab Rep.",EGY,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.229,22.236,23.051,22.368,23.189,21.82,21.113,20.42,19.742,20.559,20.449,20.375,18.221,18.948,19.698,20.471,21.269,23.328,21.884,22.902,23.17,22.503,22.473,22.982,23.131,22.779,23.024,22.145,18.383,15.831,14.484,14.636,15.123
Euro area,EMU,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.16848884,43.20453287,43.04131991,43.05827177,43.40607745,43.54904053,43.89416801,44.16268143,44.64082536,45.28055151,45.64144388,45.674598,46.29330922,47.02928365,47.33657907,48.00036741,48.5318052,48.94422362,49.41312259,49.69711524,49.83878804,50.07609644,50.51843033,50.66342367,50.70840417,50.69307087,51.06927342,51.20681637,51.31223528,51.58599991,50.71062842,51.43521656,52.1613561
Eritrea,ERI,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.404,72.148,71.865,71.575,71.198,71.108,71.101,71.029,71.056,71.131,71.241,71.344,71.474,71.648,71.747,71.774,71.806,71.792,71.924,71.896,71.857,71.715,71.608,71.654,71.26,71.423,71.285,71.337,71.143,71.058,70.118,70.205,70.913
Spain,ESP,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.268,33.344,34.352,34.916,36.196,36.654,37.154,37.94,38.3,39,40.542,39.336,41.791,43.279,44.673,46.096,47.52,48.554,49.935,51.015,51.714,52.362,52.941,52.889,52.608,52.593,52.581,52.18,51.912,52.143,51.088,52.584,52.92
Estonia,EST,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.614,58.187,55.754,54.709,54.665,53.706,53.511,54.27,52.709,51.919,52.582,51.995,51.043,52.288,53.211,53.528,54.669,54.028,54.794,54.715,55.067,55.614,55.379,55.34,54.54,55.749,56.294,57.001,57.271,57.332,57.14,57.821,60.16
Ethiopia,ETH,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.672,66.646,66.625,66.613,66.605,67.379,68.141,68.891,69.631,70.363,71.084,71.791,72.489,73.177,73.855,74.525,74.481,74.439,74.4,74.362,74.326,74.29,74.256,74.223,74.3,74.379,74.446,74.516,74.588,74.658,73.95,74.753,75.027
European Union,EUU,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.45650063,46.23626812,46.08777029,45.90438312,45.97129276,45.86731682,45.88015804,46.04610575,46.32152148,46.80765526,47.08770778,47.08018804,47.13082293,47.5112032,47.67314799,48.11640888,48.52579939,48.82107499,49.18014913,49.43770112,49.60156498,49.78107101,50.20639617,50.34999376,50.47457951,50.44921089,50.72155051,50.9632846,51.06275983,51.26601309,50.50284311,51.1305587,51.83783293
Fragile and conflict affected situations,FCS,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.87511158,54.99416088,54.86918271,54.62957344,54.47954186,54.55369784,54.49547083,54.40336198,54.3513751,54.31067689,54.23999006,54.12385168,53.91154122,53.66781137,53.54491365,53.45904186,53.15158123,52.89414133,52.55755418,52.22036428,51.88696011,51.74419324,51.00294895,50.44328579,50.42649911,50.51313257,50.45036081,50.16637817,50.21326124,49.99175103,48.93433582,50.94905582,51.70499745
Finland,FIN,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.646,57.404,56.197,55.462,54.722,54.631,54.551,54.855,55.054,56.112,56.147,56.656,56.931,56.617,56.367,56.791,57.068,57.374,57.374,56.943,55.937,55.784,55.963,55.505,55.481,55.591,54.987,55.188,55.856,55.765,55.224,55.574,57.052
Fiji,FJI,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.559,39.625,39.538,39.521,39.46,39.436,39.385,38.972,38.556,38.143,37.729,37.314,36.9,36.485,36.069,34.847,36.586,38.345,40.138,41.958,43.788,45.621,44.205,42.801,41.415,39.885,38.376,38.411,38.445,38.459,37.744,37.777,38.092
France,FRA,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.626,46.824,47.246,47.718,47.924,48.17,48.558,48.242,48.561,48.899,49.07,48.869,49.072,50.315,50.129,50.45,50.515,50.894,51.1,51.446,51.458,51.333,51.548,51.738,51.647,51.595,51.529,51.311,51.43,51.256,50.626,52.204,52.549
Faroe Islands,FRO,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Micronesia, Fed. Sts.",FSM,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gabon,GAB,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.464,38.415,38.379,38.358,38.353,38.363,38.375,38.407,38.453,38.511,38.579,38.661,38.75,38.843,38.934,39.018,39.156,39.279,39.386,39.474,39.54,39.627,39.704,39.762,39.803,39.835,39.739,39.658,39.593,39.546,37.592,38.225,39.001
United Kingdom,GBR,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.488,52.324,52.472,52.549,52.589,52.551,52.997,53.4,53.429,53.786,54.197,54.09,54.651,54.559,54.934,55.398,55.904,55.684,55.966,56.148,56.064,56.202,56.41,56.759,57.015,57.198,57.495,57.794,58.034,58.456,58.607,58.347,58.527
Georgia,GEO,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.268,57.916,58.641,59.459,60.384,59.772,58.443,57.284,56.826,58.245,55.169,58.234,56.04,57.628,56.955,56.023,53.724,54.967,54.198,54.635,55.796,56.134,57.257,56.434,57.349,59.005,57.933,56.751,55.648,54.626,55.115,55.65,55.653
Ghana,GHA,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.461,76.488,76.079,75.664,75.245,74.822,74.395,73.962,73.524,73.082,72.634,72.16,71.681,71.197,70.709,70.216,69.719,69.217,68.711,68.201,67.687,67.169,66.648,66.123,65.593,65.06,65.111,65.173,65.241,65.313,64.693,65.076,65.297
Gibraltar,GIB,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.25,63.15,63.074,63.019,62.981,62.959,62.883,62.835,62.807,62.795,62.804,62.752,62.72,61.573,60.417,59.255,58.085,56.901,55.707,54.505,53.297,52.082,50.864,49.642,48.417,47.187,45.956,44.725,43.496,42.268,41.85,41.575,41.666
"Gambia, The",GMB,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.436,45.234,45.079,44.962,45.239,45.524,45.811,46.097,46.382,46.667,46.951,47.234,47.515,47.79,48.056,48.322,48.586,48.848,49.109,49.369,49.629,49.889,50.15,51.13,52.112,53.097,54.083,55.07,56.057,56.097,55.561,56.512,57.262
Guinea-Bissau,GNB,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.813,47.805,47.802,47.808,47.834,47.886,47.871,47.89,47.938,47.997,48.05,48.108,48.172,48.24,48.315,48.393,48.438,48.487,48.538,48.586,48.63,48.641,48.659,48.681,48.707,48.738,48.755,48.783,48.822,48.874,48.403,48.668,49.073
Equatorial Guinea,GNQ,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.823,49.82,49.798,49.781,49.783,49.814,49.89,50.006,50.132,50.24,50.325,50.389,50.457,50.506,50.534,50.55,50.619,50.697,50.764,50.823,50.884,50.924,50.988,51.054,51.114,51.18,51.199,51.256,51.318,51.379,49.801,50.404,50.992
Greece,GRC,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.537,33.427,34.717,34.978,35.71,36.413,37.724,37.746,39.601,40.599,40.608,39.826,40.531,41.16,42.468,42.455,42.705,42.547,42.531,43.534,44.101,43.817,44.099,43.948,44.323,44.944,45.18,44.885,44.492,44.668,43.8,43.882,44.849
Grenada,GRD,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greenland,GRL,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guatemala,GTM,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.195,39.334,39.581,39.744,39.944,40.266,40.353,40.626,40.985,41.223,41.415,41.505,41.745,41.865,42.078,41.981,41.893,41.814,41.745,41.686,41.637,40.139,45.026,39.727,40.023,38.484,39.568,38.699,38.449,37.154,35.808,36.268,37.125
Guam,GUM,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.605,59.65,59.703,59.754,59.807,59.864,59.922,59.978,60.033,60.088,60.131,58.142,54.456,53.565,52.665,54.85,55.247,48.353,50.871,53.375,56.472,56.153,56.272,56.362,56.453,56.478,56.456,56.468,56.369,56.438,55.91,56.182,56.088
Guyana,GUY,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.758,37.493,38.298,39.08,38.564,38.049,37.535,37.022,36.511,35.998,35.486,34.976,34.468,34.904,35.363,35.828,36.298,36.772,37.251,37.734,38.224,38.719,39.219,39.747,40.301,40.855,41.41,41.966,42.417,39.163,38.856,39.529,39.645
High income,HIC,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.00995131,49.40019468,49.4621339,49.39058053,49.72451554,49.79519008,49.98671635,50.35015101,50.36803007,50.65382174,50.88764099,50.87467523,50.88181933,51.01458168,51.12105114,51.43516733,51.72050453,51.84904118,52.08793336,52.11228809,52.02732426,52.00860918,52.1561376,52.22517785,52.37418397,52.40505705,52.71117413,52.96078729,53.25625222,53.66315104,52.97348305,53.28121138,53.96150969
"Hong Kong SAR, China",HKG,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.601,47.789,46.283,46.559,47.24,47.516,47.794,48.035,48.676,48.813,48.949,50.632,51.917,51.578,51.8,51.901,52.612,53.054,53.129,53.222,51.89,52.928,53.518,54.471,54.53,54.719,54.773,55.03,55.072,54.896,54.112,54.145,53.821
Honduras,HND,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.195,43.594,44.051,44.563,44.387,44.858,44.855,45.146,45.327,45.043,43.34,42.925,42.516,42.114,41.719,41.332,38.396,37.767,39.378,40.856,42.587,39.618,38.236,43.347,45.943,46.493,45.854,45.706,50.317,47.061,47.515,48.067,49.437
Heavily indebted poor countries (HIPC),HPC,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.60535156,62.73484477,62.69275478,62.53116643,62.51291291,62.69988585,62.73415727,62.71859384,62.74303163,62.79522837,62.80720548,62.89847656,62.94568382,62.93830941,63.00509599,63.04048787,62.81734489,62.52455227,62.24247284,61.89091287,61.55260348,61.20532237,60.72209692,60.61204113,60.48086667,60.3559078,60.46786033,60.41476226,60.45920501,60.40042998,59.32341518,61.89731502,62.39685617
Croatia,HRV,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.984,46.284,46.059,45.827,45.594,45.368,45.152,44.942,44.735,44.533,44.333,44.13,43.924,42.769,43.569,42.563,42.753,45.145,45.746,46.716,46.143,44.614,44.537,44.579,46.416,46.86,45.409,45.543,45.476,45.139,44.638,45.746,46.375
Haiti,HTI,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.683,56.747,56.817,56.894,56.976,57.066,57.008,56.956,56.91,56.87,56.836,57.15,57.463,57.776,58.089,58.401,58.844,59.285,59.725,60.163,60.597,61.208,61.213,61.508,61.837,61.961,62.073,62.246,62.35,62.077,61.461,61.772,62.066
Hungary,HUN,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.585,46.299,46.194,44.239,42.354,40.373,39.664,38.776,40.185,41.141,41.436,40.986,41.229,42.224,42.066,42.989,43.279,42.92,42.697,42.706,43.556,43.651,44.546,44.711,46.047,46.95,47.632,47.984,48.309,48.368,48.164,52.413,52.735
IBRD only,IBD,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.72124621,51.51837921,51.44119467,51.12216496,51.11880107,51.08887963,50.91717087,50.8511523,50.84716958,50.99732651,50.91903355,50.57220975,50.1971275,49.91082673,49.64610987,49.46841306,49.16490548,49.07295911,48.66345065,48.40624804,47.94905834,47.69555316,47.42292233,46.8601032,46.38180623,46.01493556,45.61192541,45.16530844,44.74383226,45.48377603,43.39041856,44.47878837,44.54979369
IDA & IBRD total,IBT,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.09241619,50.9715217,50.89417217,50.63832671,50.65378134,50.59027175,50.46610727,50.42569459,50.44552713,50.56087718,50.48854163,50.18258476,49.86242979,49.63213961,49.42199765,49.27689496,49.00426258,48.90194137,48.55423066,48.34617068,47.98108909,47.77051087,47.48170329,47.01248396,46.65969339,46.43970673,46.12992406,45.84323064,45.51336022,46.15230319,44.38248905,45.51224387,45.71661643
IDA total,IDA,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.08680409,48.37603386,48.31821857,48.38026881,48.50383184,48.30577459,48.41641553,48.50657794,48.64898798,48.62701911,48.59974717,48.48952611,48.42118738,48.44278883,48.47421318,48.47441299,48.33831807,48.20148556,48.11222357,48.10609247,48.10732719,48.06189546,47.70740431,47.59110294,47.70307188,48.01518373,48.02503198,48.28671764,48.24358939,48.48596494,47.78820643,49.20960944,49.63859535
IDA blend,IDB,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.75907572,40.81798764,41.06845003,41.36524017,41.60030817,40.89987803,41.32772355,41.77078143,41.85068229,41.9781044,42.07162539,41.92191797,41.86090071,42.12991604,42.36027893,42.50007802,42.63960146,42.66667108,42.67775008,42.9421403,43.1886135,43.20722731,42.47712395,41.76577434,41.88676901,42.37773088,42.13855011,41.922481,41.68465141,42.43670662,42.04552646,42.74404189,43.0808427
Indonesia,IDN,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.418,49.466,50.307,49.353,50.599,50.601,50.602,49.76,51.022,51.1,51.605,49.919,47.982,47.778,47.167,46.014,45.945,49.781,50.328,50.249,50.921,50.935,51.442,50.67,50.595,50.731,50.905,51.898,53.089,53.91,53.167,52.034,52.659
IDA only,IDX,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.06988905,52.0062386,51.7944051,51.73469735,51.80549706,51.85289063,51.82607411,51.76180354,51.94653835,51.86100169,51.79279233,51.72042842,51.64980669,51.54441837,51.47740501,51.40751641,51.13359773,50.91635255,50.78053256,50.64475729,50.52931392,50.45284886,50.27828133,50.44749886,50.54702602,50.76347109,50.88437137,51.36762635,51.40992159,51.39723085,50.54481527,52.59311684,53.0644025
Isle of Man,IMN,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.779,27.815,27.877,27.971,28.108,28.494,28.885,29.283,29.687,30.098,30.516,30.423,30.339,30.262,30.195,30.136,29.862,29.588,29.316,29.045,28.775,27.919,27.075,25.91,24.774,23.667,22.592,21.549,20.538,23.722,22.679,22.989,23.966
Not classified,INX,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.413,39,38.909,40.551,41.568,42.107,43.599,44.695,46.979,48.991,50.085,50.256,51.312,51.786,51.991,54.554,55.355,56.969,56.827,56.113,55.251,54.964,54.77,55.27,54.929,54.853,55.592,55.653,56.038,56.251,55.094,57.851,60.342
"Iran, Islamic Rep.",IRN,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.888,9.98,10.089,10.198,10.313,10.438,10.57,11.319,12.109,12.938,13.808,14.716,15.663,16.635,17.634,18.671,18.028,16.981,14.743,15.682,15.134,13.647,14.703,13.256,12.889,14.256,16.106,17.326,17.414,16.901,13.811,14.829,15.667
Iraq,IRQ,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.561,8.603,8.645,8.686,8.724,8.756,8.791,8.818,9.114,9.42,9.736,10.062,10.399,10.749,11.114,11.492,11.884,12.288,12.219,12.142,12.062,11.981,11.9,12.797,13.744,14.2,14.67,11.351,11.422,11.483,11.069,10.917,11.488
Iceland,ISL,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.13,67.838,68.805,69.08,69.504,71.511,69.834,68.761,70.258,72.333,73.816,72.708,72.087,72.286,70.602,70.947,71.601,71.613,71.013,70.345,70.61,70.157,70.858,71.425,72.2,73.207,73.339,72.595,71.58,71.018,68.932,69.047,71.167
Israel,ISR,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.386,46.773,48.039,49.151,50.758,51.692,51.475,51.421,51.332,52.467,53.47,53.722,53.284,54.169,54.66,55.271,55.644,56.146,56.188,57.119,57.462,57.119,58.1,58.209,59.179,59.096,59.362,59.238,59.769,59.548,58.19,59.404,60.172
Italy,ITA,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.973,35.961,33.97,33.498,33.488,33.515,33.947,34.163,34.673,35.377,35.687,36.228,36.791,37.358,38.44,38.073,38.211,37.957,38.685,38.249,38.182,38.412,39.721,39.692,40.141,39.789,40.457,40.932,41.096,41.248,39.834,40.097,41.012
Jamaica,JAM,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.879,63.47,63.093,62.713,62.288,61.808,61.273,60.69,60.06,59.086,58.216,57.338,56.897,56.47,56.475,56.311,56.126,55.916,55.689,53.752,52.347,52.698,53.134,54.094,54.665,58.756,57.861,58.819,58.549,60.093,57.85,60.421,62.92
Jordan,JOR,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.878,11.021,11.151,11.263,11.404,11.593,11.616,11.685,11.778,11.872,11.96,11.397,11.999,10.95,11.211,11.475,11.669,14.466,14.032,14.68,14.55,14.506,13.94,12.986,12.273,13.568,15.02,16.58,14.615,13.645,14.942,14.489,14.745
Japan,JPN,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.086,50.684,50.728,50.295,50.157,49.96,50.004,50.404,50.068,49.614,49.232,49.096,48.5,48.209,48.207,48.33,48.439,48.426,48.403,48.473,48.376,48.127,48.064,48.778,49.207,49.445,50.246,51.059,52.407,53.276,53.213,53.507,53.967
Kazakhstan,KAZ,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.761,65.112,65.29,65.634,66.142,66.45,66.365,66.227,66.247,66.096,65.706,65.252,64.972,65.07,64.818,64.625,65.025,65.871,66.736,66.639,66.583,66.532,66.465,66.409,66.339,66.242,66.143,66.072,66.003,65.986,63.694,64.521,65.107
Kenya,KEN,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",SL.TLF.CACT.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.657,69.727,69.819,69.928,70.041,70.151,70.237,70.302,70.359,70.426,70.484,70.542,70.6,70.658,70.716,70.774,70.832,70.891,70.95,71.01,71.069,71.13,71.19,71.251,71.311,71.372,71.433,71.612,71.8,71.998,71.314,72.137,72.723
